Boolean,Title,Date,URL
1,"United – $959: Kansas City – New Delhi, India. Roundtrip, including all Taxes","August 14, 2014",http://faredealalert.com/2014/08/14/united-959-kansas-city-new-delhi-india-roundtrip-including-all-taxes/
1,"Delta – $612: Houston – Oslo, Norway. Roundtrip, including all Taxes","August 14, 2014",http://faredealalert.com/2014/08/14/delta-612-houston-oslo-norway-roundtrip-including-all-taxes/
1,"Delta – $445: San Diego – Montego Bay, Jamaica. Roundtrip, including all Taxes","August 13, 2014",http://faredealalert.com/2014/08/13/delta-445-san-diego-montego-bay-jamaica-roundtrip-including-all-taxes/
1,"American – $348: Denver – Curacao. Roundtrip, including all Taxes","August 13, 2014",http://faredealalert.com/2014/08/13/american-348-denver-curacao-roundtrip-including-all-taxes/
1,"United – $203: Atlanta – Salt Lake City (and vice versa). Roundtrip, including all Taxes","August 13, 2014",http://faredealalert.com/2014/08/13/united-203-atlanta-salt-lake-city-and-vice-versa-roundtrip-including-all-taxes/
1,"All Nippon – $811: Houston – Manila, Philippines. Roundtrip, including all Taxes","August 13, 2014",http://faredealalert.com/2014/08/13/all-nippon-811-houston-manila-philippines-roundtrip-including-all-taxes/
1,"American / US Airways – Under $240: Denver / Houston – Caribbean. Roundtrip, including all Taxes","August 12, 2014",http://faredealalert.com/2014/08/12/american-us-airways-under-240-denver-houston-caribbean-roundtrip-including-all-taxes/
1,"JetBlue – $453: San Diego – San Juan, Puerto Rico. Roundtrip, including all Taxes","August 12, 2014",http://faredealalert.com/2014/08/12/jetblue-453-san-diego-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"United – $157: Denver – Tampa (and vice versa). Roundtrip, including all Taxes","August 12, 2014",http://faredealalert.com/2014/08/12/united-157-denver-tampa-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways / United – $1,101: Charlotte – Jakarta, Indonesia. Roundtrip, including all Taxes","August 12, 2014",http://faredealalert.com/2014/08/12/us-airways-united-1101-charlotte-jakarta-indonesia-roundtrip-including-all-taxes/
1,"Delta – $204: Houston – Newark, New Jersey (and vice versa). Roundtrip, including all Taxes","August 12, 2014",http://faredealalert.com/2014/08/12/delta-204-houston-newark-new-jersey-and-vice-versa-roundtrip-including-all-taxes/
1,"United / American – $943: Kansas City – Jakarta, Indonesia. Roundtrip, including all Taxes","August 11, 2014",http://faredealalert.com/2014/08/11/united-american-943-kansas-city-jakarta-indonesia-roundtrip-including-all-taxes/
1,"American – $157: Denver – Miami (and vice versa). Roundtrip, including all Taxes","August 11, 2014",http://faredealalert.com/2014/08/11/american-157-denver-miami-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $271: Charlotte – Antigua. Roundtrip, including all Taxes","August 11, 2014",http://faredealalert.com/2014/08/11/united-271-charlotte-antigua-roundtrip-including-all-taxes/
1,"Delta – $767: Houston – Hong Kong. Roundtrip, including all Taxes","August 11, 2014",http://faredealalert.com/2014/08/11/delta-767-houston-hong-kong-roundtrip-including-all-taxes/
1,"Delta – $984: Detroit – Mumbai, India. Roundtrip, including all Taxes","August 10, 2014",http://faredealalert.com/2014/08/10/delta-984-detroit-mumbai-india-roundtrip-including-all-taxes/
1,"Delta – $1,106: San Diego – Dubai, United Arab Emirates. Roundtrip, including all Taxes","August 10, 2014",http://faredealalert.com/2014/08/10/delta-1106-san-diego-dubai-united-arab-emirates-roundtrip-including-all-taxes/
1,"Air France – $1,130: Houston – Mauritius. Roundtrip, including all Taxes","August 10, 2014",http://faredealalert.com/2014/08/10/air-france-1130-houston-mauritius-roundtrip-including-all-taxes/
1,"Delta – $211: Kansas City – Las Vegas (and vice versa). Roundtrip, including all Taxes","August 9, 2014",http://faredealalert.com/2014/08/09/delta-211-kansas-city-las-vegas-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways / American– $263: Houston – Punta Cana, Dominican Republic. Roundtrip, including all Taxes","August 9, 2014",http://faredealalert.com/2014/08/09/us-airways-american-263-houston-punta-cana-dominican-republic-roundtrip-including-all-taxes/
1,"AirTran – $176: Atlanta – Los Angeles (and vice versa). Roundtrip, including all Taxes","August 8, 2014",http://faredealalert.com/2014/08/08/airtran-176-atlanta-los-angeles-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $959: San Diego – Jakarta, Indonesia. Roundtrip, including all Taxes","August 8, 2014",http://faredealalert.com/2014/08/08/united-959-san-diego-jakarta-indonesia-roundtrip-including-all-taxes/
1,"America – $470: Orlando – Anchorage, Alaska. Roundtrip, including all Taxes","August 8, 2014",http://faredealalert.com/2014/08/08/america-470-orlando-anchorage-alaska-roundtrip-including-all-taxes/
1,"United – $337: Minneapolis – Aruba. Roundtrip, including all Taxes","August 8, 2014",http://faredealalert.com/2014/08/08/united-337-minneapolis-aruba-roundtrip-including-all-taxes/
1,"United – $765: Las Vegas – Seoul, South Korea. Roundtrip, including all Taxes","August 7, 2014",http://faredealalert.com/2014/08/07/united-765-las-vegas-seoul-south-korea-roundtrip-including-all-taxes/
1,"United – $1,027: Kansas City – Singapore. Roundtrip, including all Taxes","August 7, 2014",http://faredealalert.com/2014/08/07/united-1027-kansas-city-singapore-roundtrip-including-all-taxes/
1,"United – $132: Charlotte – Miami / Dallas (and vice versa). Roundtrip, including all Taxes","August 7, 2014",http://faredealalert.com/2014/08/07/united-132-charlotte-miami-dallas-and-vice-versa-roundtrip-including-all-taxes/
1,"American – $172: Houston – Los Angeles (and vice versa). Roundtrip, including all Taxes","August 7, 2014",http://faredealalert.com/2014/08/07/american-172-houston-los-angeles-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $1,057: Orlando – Jakarta, Indonesia. Roundtrip, including all Taxes","August 6, 2014",http://faredealalert.com/2014/08/06/united-1057-orlando-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United – $899: Atlanta – Mumbai, India. Roundtrip, including all Taxes","August 6, 2014",http://faredealalert.com/2014/08/06/united-899-atlanta-mumbai-india-roundtrip-including-all-taxes/
1,"Delta – $940 – $1,028: United States – Johannesburg, South Africa. Roundtrip, including all Taxes","August 6, 2014",http://faredealalert.com/2014/08/06/delta-1028-united-states-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"Alaska – $277: San Diego – Boston (and vice versa). Roundtrip, including all Taxes","August 5, 2014",http://faredealalert.com/2014/08/05/alaska-277-san-diego-boston-and-vice-versa-roundtrip-including-all-taxes/
1,"Delta – $386: Las Vegas – Anchorage, Alaska. Roundtrip, including all Taxes","August 5, 2014",http://faredealalert.com/2014/08/05/delta-386-las-vegas-anchorage-alaska-roundtrip-including-all-taxes/
1,"Delta / KLM / Air France – $603 – $720: United States – St. Petersburg / Moscow, Russia. Roundtrip, including all Taxes","August 5, 2014",http://faredealalert.com/2014/08/05/delta-klm-air-france-603-720-us-st-petersburg-russia-roundtrip-including-all-taxes/
1,"Delta – $827: Las Vegas – Hong Kong. Roundtrip, including all Taxes","August 4, 2014",http://faredealalert.com/2014/08/04/delta-827-las-vegas-hong-kong-roundtrip-including-all-taxes/
1,"United – $909: San Diego – Beirut, Lebanon. Roundtrip, including all Taxes","August 4, 2014",http://faredealalert.com/2014/08/04/united-909-san-diego-beirut-lebanon-roundtrip-including-all-taxes/
1,"US Airways – $356: Denver – St. Maarten. Roundtrip, including all Taxes","August 4, 2014",http://faredealalert.com/2014/08/04/us-airways-356-denver-st-maarten-roundtrip-including-all-taxes/
1,"Delta – $1,036: Orlando – New Delhi, India. Roundtrip, including all Taxes","August 4, 2014",http://faredealalert.com/2014/08/04/delta-1036-orlando-new-delhi-india-roundtrip-including-all-taxes/
1,"British Airways – $1,199: Atlanta – Mauritius. Roundtrip, including all Taxes","August 4, 2014",http://faredealalert.com/2014/08/04/british-airways-1199-atlanta-mauritius-roundtrip-including-all-taxes/
1,"United – $665: Houston – Istanbul, Turkey. Roundtrip, including all Taxes","August 4, 2014",http://faredealalert.com/2014/08/04/united-665-houston-istanbul-turkey-roundtrip-including-all-taxes/
1,"Delta – $210: Kansas City – Albuquerque, New Mexico (and vice versa). Roundtrip, including all Taxes","August 3, 2014",http://faredealalert.com/2014/08/03/delta-210-kansas-city-albuquerque-new-mexico-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $897: Houston – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","August 3, 2014",http://faredealalert.com/2014/08/03/united-897-houston-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"Delta – $817: Minneapolis – Hong Kong. Roundtrip, including all Taxes","August 2, 2014",http://faredealalert.com/2014/08/02/delta-817-minneapolis-hong-kong-roundtrip-including-all-taxes/
1,"Delta – $209: Las Vegas – St. Louis (and vice versa). Roundtrip, including all Taxes","August 2, 2014",http://faredealalert.com/2014/08/02/delta-209-las-vegas-st-louis-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $135: Houston – Boston (and vice versa). Roundtrip, including all Taxes","August 2, 2014",http://faredealalert.com/2014/08/02/united-135-houston-boston-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $210: Las Vegas – Tampa / Baltimore / Fort Lauderdale / New Orleans + Others (and vice versa). Roundtrip, including all Taxes","August 1, 2014",http://faredealalert.com/2014/08/01/us-airways-210-las-vegas-tampa-baltimore-fort-lauderdale-new-orleans-others-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $317: Denver – San Juan, Puerto Rico. Roundtrip, including all Taxes","August 1, 2014",http://faredealalert.com/2014/08/01/us-airways-317-denver-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"United – $1,185: Atlanta – Jakarta, Indonesia. Roundtrip, including all Taxes","August 1, 2014",http://faredealalert.com/2014/08/01/united-1185-atlanta-jakarta-indonesia-roundtrip-including-all-taxes/
1,"US Airways – $210: Kansas City – Portland / Oakland / San Diego (and vice versa). Roundtrip, including all Taxes","August 1, 2014",http://faredealalert.com/2014/08/01/us-airways-210-kansas-city-portland-oakland-san-diego-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $248: San Diego – Baltimore (and vice versa). Roundtrip, including all Taxes","July 31, 2014",http://faredealalert.com/2014/07/31/us-airways-248-san-diego-baltimore-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $300: Orlando – San Francisco (and vice versa). Roundtrip, including all Taxes","July 31, 2014",http://faredealalert.com/2014/07/31/us-airways-300-orlando-san-francisco-and-vice-versa-roundtrip-including-all-taxes/
1,"United / All Nippon – $910: Minneapolis / Detroit / Atlanta – Taipei, Taiwan. Roundtrip, including all Taxes","July 31, 2014",http://faredealalert.com/2014/07/31/united-all-nippon-910-minneapolis-detroit-atlanta-taipei-taiwan-roundtrip-including-all-taxes/
1,"Delta – $284: Detroit – Burbank, California (and vice versa). Roundtrip, including all Taxes","July 30, 2014",http://faredealalert.com/2014/07/30/delta-284-detroit-burbank-california-and-vice-versa-roundtrip-including-all-taxes/
1,"Alaska/Delta – $827: Denver – Hong Kong. Roundtrip, including all Taxes","July 30, 2014",http://faredealalert.com/2014/07/30/alaskadelta-827-denver-hong-kong-roundtrip-including-all-taxes/
1,"US Airways – $184: Houston – Oakland, California (and vice versa). Roundtrip, including all Taxes","July 30, 2014",http://faredealalert.com/2014/07/30/us-airways-184-houston-oakland-california-and-vice-versa-roundtrip-including-all-taxes/
1,"Emirates – $386: Houston – Kuwait City, Kuwait. Roundtrip, including all Taxes","July 29, 2014",http://faredealalert.com/2014/07/29/emirates-386-houston-kuwait-city-kuwait-roundtrip-including-all-taxes/
1,"United – $934: Minneapolis – Jakarta, Indonesia. Roundtrip, including all Taxes","July 29, 2014",http://faredealalert.com/2014/07/29/united-934-minneapolis-jakarta-indonesia-roundtrip-including-all-taxes/
1,"Virgin Atlantic – $1,091: Las Vegas – Johannesburg, South Africa. Roundtrip, including all Taxes","July 29, 2014",http://faredealalert.com/2014/07/29/virgin-atlantic-1091-las-vegas-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"Delta – $964: Orlando – Mumbai, India. Roundtrip, including all Taxes","July 29, 2014",http://faredealalert.com/2014/07/29/delta-964-orlando-mumbai-india-roundtrip-including-all-taxes/
1,"Delta – $717: Denver / Houston – Johannesburg, South Africa. Roundtrip, including all Taxes","July 29, 2014",http://faredealalert.com/2014/07/29/delta-817-denver-houston-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"United – $265: San Diego – Rochester, New York (and vice versa). Roundtrip, including all Taxes","July 28, 2014",http://faredealalert.com/2014/07/28/united-265-san-diego-rochester-new-york-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $1,102: Denver – Mumbai, India. Roundtrip, including all Taxes","July 28, 2014",http://faredealalert.com/2014/07/28/united-1102-denver-mumbai-india-roundtrip-including-all-taxes/
1,"United – $1,127: Atlanta – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","July 28, 2014",http://faredealalert.com/2014/07/28/united-1127-atlanta-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"Delta – $905: San Diego – Hong Kong. Roundtrip, including all Taxes","July 27, 2014",http://faredealalert.com/2014/07/27/delta-905-san-diego-hong-kong-roundtrip-including-all-taxes/
1,"US Airways – $283: Detroit – Portland (and vice versa). Roundtrip, including all Taxes","July 27, 2014",http://faredealalert.com/2014/07/27/us-airways-283-detroit-portland-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $904: Houston – Singapore. Roundtrip, including all Taxes","July 27, 2014",http://faredealalert.com/2014/07/27/united-904-houston-singapore-roundtrip-including-all-taxes/
1,"All Nippon – $895: Atlanta – Beijing, China. Roundtrip, including all Taxes","July 26, 2014",http://faredealalert.com/2014/07/26/all-nippon-895-atlanta-beijing-china-roundtrip-including-all-taxes/
1,"Delta – $912: Houston – New Delhi, India. Roundtrip, including all Taxes","July 26, 2014",http://faredealalert.com/2014/07/26/delta-912-houston-new-delhi-india-roundtrip-including-all-taxes/
1,"Delta – $427: Denver – Barbados. Roundtrip, including all Taxes","July 25, 2014",http://faredealalert.com/2014/07/25/delta-427-denver-barbados-roundtrip-including-all-taxes/
1,"Delta – $264: Las Vegas – Portland, Maine (and vice versa). Roundtrip, including all Taxes","July 25, 2014",http://faredealalert.com/2014/07/25/delta-264-las-vegas-portland-maine-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $766: Houston – Tel Aviv, Israel. Roundtrip, including all Taxes","July 25, 2014",http://faredealalert.com/2014/07/25/united-766-houston-tel-aviv-israel-roundtrip-including-all-taxes/
1,"Atlanta – $296: Atlanta – Aruba. Roundtrip, including all Taxes","July 24, 2014",http://faredealalert.com/2014/07/24/atlanta-296-atlanta-aruba-roundtrip-including-all-taxes/
1,"United – $959: Kansas City – Mumbai, India. Roundtrip, including all Taxes","July 24, 2014",http://faredealalert.com/2014/07/24/united-959-kansas-city-mumbai-india-roundtrip-including-all-taxes/
1,"Delta – $246: Las Vegas – Miami / Charlotte (and vice versa). Roundtrip, including all Taxes","July 24, 2014",http://faredealalert.com/2014/07/24/delta-246-las-vegas-miami-charlotte-and-vice-versa-roundtrip-including-all-taxes/
1,"American – $878: Houston – Beijing, China. Roundtrip, including all Taxes","July 24, 2014",http://faredealalert.com/2014/07/24/american-878-houston-beijing-china-roundtrip-including-all-taxes/
1,"United – $1,102: San Diego – Mumbai, India. Roundtrip, including all Taxes","July 23, 2014",http://faredealalert.com/2014/07/23/united-1102-san-diego-mumbai-india-roundtrip-including-all-taxes/
1,"Virgin Atlantic – $1,101: Orlando – Johannesburg, South Africa. Roundtrip, including all Taxes","July 23, 2014",http://faredealalert.com/2014/07/23/virgin-atlantic-1101-orlando-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"Delta – $244: Charlotte – San Francisco / Los Angeles (and vice versa). Roundtrip, including all Taxes","July 23, 2014",http://faredealalert.com/2014/07/23/delta-244-charlotte-san-francisco-los-angeles-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $815: San Diego – Manila, Philippines. Roundtrip, including all Taxes","July 22, 2014",http://faredealalert.com/2014/07/22/united-815-san-diego-manila-philippines-roundtrip-including-all-taxes/
1,"United– $969: Atlanta / Detroit – Hong Kong. Roundtrip, including all Taxes","July 22, 2014",http://faredealalert.com/2014/07/22/united-969-atlanta-detroit-hong-kong-roundtrip-including-all-taxes/
1,"United – $746: Houston – Thessaloniki, Greece. Roundtrip, including all Taxes","July 22, 2014",http://faredealalert.com/2014/07/22/united-746-houston-thessaloniki-greece-roundtrip-including-all-taxes/
1,"United/US Airways – $269: Las Vegas – Fort Lauderale (and vice versa). Roundtrip, including all Taxes","July 21, 2014",http://faredealalert.com/2014/07/21/unitedus-airways-269-las-vegas-fort-lauderdale-roundtrip-including-all-taxes/
1,"United – $1,018: Orlando – Shanghai, China. Roundtrip, including all Taxes","July 21, 2014",http://faredealalert.com/2014/07/21/united-1018-orlando-shanghai-china-roundtrip-including-all-taxes/
1,"KLM – $995: Houston – Johannesburg, South Africa. Roundtrip, including all Taxes","July 21, 2014",http://faredealalert.com/2014/07/21/klm-995-houston-johannesburg-south-africa-roundtrip-including-all-taxes/
1,"United/All Nippon – $987: Denver – Manila, Philippines. Roundtrip, including all Taxes","July 20, 2014",http://faredealalert.com/2014/07/20/unitedall-nippon-987-denver-manila-philippines-roundtrip-including-all-taxes/
1,"Delta– $866: Houston – Almaty, Kazakhstan. Roundtrip, including all Taxes","July 20, 2014",http://faredealalert.com/2014/07/20/delta-866-houston-almaty-kazakhstan-roundtrip-including-all-taxes/
1,"United – $301: Orlando – Sacramento, California (and vice versa). Roundtrip, including all Taxes","July 19, 2014",http://faredealalert.com/2014/07/19/united-301-orlando-sacramento-california-and-vice-versa-roundtrip-including-all-taxes/
1,"Hawaiian – $831: Las Vegas – Seoul, South Korea. Roundtrip, including all Taxes","July 19, 2014",http://faredealalert.com/2014/07/19/hawaiian-831-las-vegas-seoul-south-korea-roundtrip-including-all-taxes-3/
1,"United – $808: Houston – Tbilisi, Georgia. Roundtrip, including all Taxes","July 19, 2014",http://faredealalert.com/2014/07/19/united-808-houston-tbilisi-georgia-roundtrip-including-all-taxes/
1,"United – $554: Minneapolis – Honolulu, Hawaii. Roundtrip, including all Taxes","July 18, 2014",http://faredealalert.com/2014/07/18/united-554-minneapolis-honolulu-hawaii-roundtrip-including-all-taxes/
1,"United – $827: San Diego – Ho Chi Minh City, Vietnam. Roundtrip, including all Taxes","July 18, 2014",http://faredealalert.com/2014/07/18/united-827-san-diego-ho-chi-minh-city-vietnam-roundtrip-including-all-taxes/
1,"US Airways / American – $213: Denver – Puerto Vallerta, Mexico. Roundtrip, including all Taxes","July 18, 2014",http://faredealalert.com/2014/07/18/us-airways-american-213-denver-puerto-vallerta-mexico-roundtrip-including-all-taxes/
1,"Delta – $228: Orlando – Salt Lake City (and vice versa). Roundtrip, including all Taxes","July 18, 2014",http://faredealalert.com/2014/07/18/delta-228-orlando-salt-lake-city-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $196: Houston – Sacramento (and vice versa). Roundtrip, including all Taxes","July 18, 2014",http://faredealalert.com/2014/07/18/us-airways-196-houston-sacramento-and-vice-versa-roundtrip-including-all-taxes/
1,"US Airways – $385: Las Vegas – San Juan, Puerto Rico. Roundtrip, including all Taxes","July 17, 2014",http://faredealalert.com/2014/07/17/us-airways-385-las-vegas-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"American / US Airways – $209: Denver – Cabo San Lucas, Mexico. Roundtrip, including all Taxes","July 17, 2014",http://faredealalert.com/2014/07/17/american-us-airways-209-denver-cabo-san-lucas-mexico-roundtrip-including-all-taxes/
1,"American – $258: Detroit – Los Angeles (and vice versa). Roundtrip, including all Taxes","July 17, 2014",http://faredealalert.com/2014/07/17/american-258-detroit-los-angeles-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $395: Houston – Aruba. Roundtrip, including all Taxes","July 17, 2014",http://faredealalert.com/2014/07/17/united-395-houston-aruba-roundtrip-including-all-taxes/
1,"Delta – $518: Charlotte – Kauai Island, Hawaii. Roundtrip, including all Taxes","July 16, 2014",http://faredealalert.com/2014/07/16/delta-518-charlotte-kauai-island-hawaii-roundtrip-including-all-taxes/
1,"American – $848: Denver / Houston – Rio de Janeiro, Brazil. Roundtrip, including all Taxes","July 16, 2014",http://faredealalert.com/2014/07/16/american-848-denver-houston-rio-de-janeiro-brazil-roundtrip-including-all-taxes/
1,"United – $987: Kansas City – Hong Kong. Roundtrip, including all Taxes","July 16, 2014",http://faredealalert.com/2014/07/16/united-987-kansas-city-hong-kong-roundtrip-including-all-taxes-2/
1,"US Airways – $222: Orlando – San Juan, Puerto Rico. Roundtrip, including all Taxes","July 16, 2014",http://faredealalert.com/2014/07/16/us-airways-222-orlando-san-juan-puerto-rico-roundtrip-including-all-taxes/
1,"American – $235: Houston – Antigua. Roundtrip, including all Taxes","July 16, 2014",http://faredealalert.com/2014/07/16/american-235-houston-antigua-roundtrip-including-all-taxes/
1,"Delta/JetBlue – $391: Las Vegas – Punta Cana, Dominican Republic. Roundtrip, including all Taxes","July 15, 2014",http://faredealalert.com/2014/07/15/deltajetblue-391-las-vegas-punta-cana-dominican-republic-roundtrip-including-all-taxes/
1,"United – $930: Detroit – Jakarta, Indonesia. Roundtrip, including all Taxes","July 15, 2014",http://faredealalert.com/2014/07/15/united-930-detroit-jakarta-indonesia-roundtrip-including-all-taxes/
1,"United – $884: Houston – Hong Kong. Roundtrip, including all Taxes","July 15, 2014",http://faredealalert.com/2014/07/15/united-884-houston-hong-kong-roundtrip-including-all-taxes/
1,"Delta – $162: Kansas City – Milwaukee (and vice versa). Roundtrip, including all Taxes","July 14, 2014",http://faredealalert.com/2014/07/14/delta-162-kansas-city-milwaukee-and-vice-versa-roundtrip-including-all-taxes-2/
1,"Delta – $375: Las Vegas – Aruba. Roundtrip, including all Taxes","July 14, 2014",http://faredealalert.com/2014/07/14/delta-375-las-vegas-aruba-roundtrip-including-all-taxes/
1,"Delta – $853: Houston – Manila, Philippines. Roundtrip, including all Taxes","July 14, 2014",http://faredealalert.com/2014/07/14/delta-853-houston-manila-philippines-roundtrip-including-all-taxes/
1,"United – $895: Minneapolis – Mumbai, India. Roundtrip, including all Taxes","July 13, 2014",http://faredealalert.com/2014/07/13/united-895-minneapolis-mumbai-india-roundtrip-including-all-taxes/
1,"United – $418: San Diego – Aruba. Roundtrip, including all Taxes","July 12, 2014",http://faredealalert.com/2014/07/12/united-418-san-diego-aruba-roundtrip-including-all-taxes/
1,"United – $298: Orlando – Seattle (and vice versa). Roundtrip, including all Taxes","July 12, 2014",http://faredealalert.com/2014/07/12/united-298-orlando-seattle-and-vice-versa-roundtrip-including-all-taxes/
1,"United – $1,150: Denver – Singapore. Roundtrip, including all Taxes","July 11, 2014",http://faredealalert.com/2014/07/11/united-1150-denver-singapore-roundtrip-including-all-taxes/
1,"United – $900: Detroit – Mumbai, India. Roundtrip, including all Taxes","July 11, 2014",http://faredealalert.com/2014/07/11/united-900-detroit-mumbai-india-roundtrip-including-all-taxes/
1,"United/All Nippon – $1,071: Atlanta – Manila, Philippines. Roundtrip, including all Taxes","July 11, 2014",http://faredealalert.com/2014/07/11/unitedall-nippon-1071-atlanta-manila-philippines-roundtrip-including-all-taxes/
1,"United – $274: San Diego – Portland, Maine (and vice versa). Roundtrip, including all Taxes","July 10, 2014",http://faredealalert.com/2014/07/10/united-274-san-diego-portland-maine-and-vice-versa-roundtrip-including-all-taxes-2/
1,"Delta – $871: Denver / Houston – Seoul, South Korea. Roundtrip, including all Taxes","July 10, 2014",http://faredealalert.com/2014/07/10/delta-871-denver-houston-seoul-south-korea-roundtrip-including-all-taxes/
1,"United – $849: Atlanta / Detroit / Minneapolis – Seoul, South Korea. Roundtrip, including all Taxes","July 10, 2014",http://faredealalert.com/2014/07/10/united-849-atlanta-detroit-minneapolis-seoul-south-korea-roundtrip-including-all-taxes/
1,"US Airways/American– $245: Houston – Punta Cana, Dominican Republic. Roundtrip, including all Taxes","July 10, 2014",http://faredealalert.com/2014/07/10/us-airways-american-245-houston-punta-cana-dominican-republic-roundtrip-including-all-taxes/
